"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","5,062","26.93%","92.85%","390","19.71%","7.15%","5,452","26.24%"
"Sex Crime","1,497","7.96%","97.78%","34","1.72%","2.22%","1,531","7.37%"
"Property
1 2 3 4 5 6","6,094","32.41%","87.54%","867","43.81%","12.46%","6,961","33.50%"
"Drug","4,516","24.02%","88.67%","577","29.16%","11.33%","5,093","24.51%"
"Habit/DUI","85",".45%","92.39%","7",".35%","7.61%","92",".44%"
"Other","1,546","8.22%","93.70%","104","5.26%","6.30%","1,650","7.94%"
"Total Reported","18,800","100%","90.48%","1,979","100%","9.52%","20,779","100%"
