"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"1 
Violent","5,131","42.73%","91.77%","460","29.30%","8.23%","5,591","41.18%"
"2 
Sex Crime","1,276","10.63%","97.85%","28","1.78%","2.15%","1,304","9.60%"
"3 
Property","2,468","20.55%","84.15%","465","29.62%","15.85%","2,933","21.60%"
"4 
Drug","1,586","13.21%","78.75%","428","27.26%","21.25%","2,014","14.83%"
"5 
Habit/DUI","37",".31%","92.50%","3",".19%","7.50%","40",".29%"
"6 
Other","1,510","12.57%","89.03%","186","11.85%","10.97%","1,696","12.49%"
"Total Reported","12,008","100%","88.44%","1,570","100%","11.56%","13,578","100%"
