"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,756","36.24%","90.07%","1,958","52.92%","9.93%","19,714","37.41%"
"Black","31,112","63.50%","94.73%","1,732","46.81%","5.27%","32,844","62.33%"
"Indian","68",".14%","97.14%","2",".05%","2.86%","70",".13%"
"Asian","58",".12%","87.88%","8",".22%","12.12%","66",".13%"
"Total Reported","48,994","100%","92.98%","3,700","100%","7.02%","52,694","100%"
"Not Reported","247","","","11","","","258",""
"Grand Total","49,241","","","3,711","","","52,952",""
