"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,214","33.94%","89.31%","1,941","52.30%","10.69%","18,155","35.26%"
"Black","31,439","65.81%","94.68%","1,766","47.59%","5.32%","33,205","64.49%"
"Indian","29",".06%","93.55%","2",".05%","6.45%","31",".06%"
"Asian","94",".20%","97.92%","2",".05%","2.08%","96",".19%"
"Total Reported","47,776","100%","92.79%","3,711","100%","7.21%","51,487","100%"
"Not Reported","1776","","","24","","","1800",""
"Grand Total","49,552","","","3,735","","","53,287",""
