"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,200","37.01%","91.10%","1,680","51.25%","8.90%","18,880","37.95%"
"Black","29,179","62.79%","94.82%","1,593","48.60%","5.18%","30,772","61.85%"
"Indian","53",".11%","96.36%","2",".06%","3.64%","55",".11%"
"Asian","42",".09%","93.33%","3",".09%","6.67%","45",".09%"
"Total Reported","46,474","100%","93.41%","3,278","100%","6.59%","49,752","100%"
"Not Reported","189","","","12","","","201",""
"Grand Total","46,663","","","3,290","","","49,953",""
