"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,240","36.85%","90.18%","1,986","54.70%","9.82%","20,226","38.07%"
"Black","31,137","62.91%","95.01%","1,637","45.08%","4.99%","32,774","61.69%"
"Indian","61",".12%","96.83%","2",".06%","3.17%","63",".12%"
"Asian","59",".12%","90.77%","6",".17%","9.23%","65",".12%"
"Total Reported","49,497","100%","93.17%","3,631","100%","6.83%","53,128","100%"
"Not Reported","240","","","9","","","249",""
"Grand Total","49,737","","","3,640","","","53,377",""
