"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,604","35.78%","90.04%","1,947","52.06%","9.96%","19,551","36.93%"
"Black","31,473","63.96%","94.64%","1,783","47.67%","5.36%","33,256","62.81%"
"Indian","65",".13%","94.20%","4",".11%","5.80%","69",".13%"
"Asian","63",".13%","91.30%","6",".16%","8.70%","69",".13%"
"Total Reported","49,205","100%","92.94%","3,740","100%","7.06%","52,945","100%"
"Not Reported","365","","","17","","","382",""
"Grand Total","49,570","","","3,757","","","53,327",""
