"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,254","34.02%","89.06%","1,997","57.95%","10.94%","18,251","35.63%"
"Black","29,359","61.46%","95.49%","1,387","40.25%","4.51%","30,746","60.03%"
"Other","4",".01%","80.00%","1",".03%","20.00%","5",".01%"
"Asian","160",".33%","95.81%","7",".20%","4.19%","167",".33%"
"Hispanic","1,972","4.13%","97.33%","54","1.57%","2.67%","2,026","3.96%"
"Native American","24",".05%","100.00%","0","0%","0%","24",".05%"
"Total Reported","47,773","100%","93.27%","3,446","100%","6.73%","51,219","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","47,773","","","3,446","","","51,219",""
