"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,851","36.16%","90.24%","1,931","52.46%","9.76%","19,782","37.29%"
"Black","31,389","63.59%","94.74%","1,741","47.30%","5.26%","33,130","62.46%"
"Indian","65",".13%","97.01%","2",".05%","2.99%","67",".13%"
"Asian","57",".12%","89.06%","7",".19%","10.94%","64",".12%"
"Total Reported","49,362","100%","93.06%","3,681","100%","6.94%","53,043","100%"
"Not Reported","245","","","12","","","257",""
"Grand Total","49,607","","","3,693","","","53,300",""
