"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","15,824","34.01%","89.11%","1,933","58.05%","10.89%","17,757","35.62%"
"Black","28,580","61.43%","95.53%","1,336","40.12%","4.47%","29,916","60.01%"
"Other","3",".01%","75.00%","1",".03%","25.00%","4",".01%"
"Asian","158",".34%","95.18%","8",".24%","4.82%","166",".33%"
"Hispanic","1,934","4.16%","97.43%","51","1.53%","2.57%","1,985","3.98%"
"Native American","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Total Reported","46,524","100%","93.32%","3,330","100%","6.68%","49,854","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","46,524","","","3,330","","","49,854",""
