"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,754","37.27%","90.61%","1,943","54.64%","9.39%","20,697","38.42%"
"Black","31,461","62.53%","95.14%","1,606","45.16%","4.86%","33,067","61.38%"
"Indian","57",".11%","93.44%","4",".11%","6.56%","61",".11%"
"Asian","45",".09%","93.75%","3",".08%","6.25%","48",".09%"
"Total Reported","50,317","100%","93.4%","3,556","100%","6.6%","53,873","100%"
"Not Reported","223","","","15","","","238",""
"Grand Total","50,540","","","3,571","","","54,111",""
