"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,042","37.31%","90.54%","1,886","53.47%","9.46%","19,928","38.41%"
"Black","30,213","62.48%","94.87%","1,633","46.30%","5.13%","31,846","61.38%"
"Indian","59",".12%","93.65%","4",".11%","6.35%","63",".12%"
"Asian","43",".09%","91.49%","4",".11%","8.51%","47",".09%"
"Total Reported","48,357","100%","93.2%","3,527","100%","6.8%","51,884","100%"
"Not Reported","231","","","14","","","245",""
"Grand Total","48,588","","","3,541","","","52,129",""
