"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,934","36.13%","90.37%","1,912","52.47%","9.63%","19,846","37.25%"
"Black","31,579","63.62%","94.83%","1,722","47.26%","5.17%","33,301","62.50%"
"Indian","66",".13%","97.06%","2",".05%","2.94%","68",".13%"
"Asian","59",".12%","88.06%","8",".22%","11.94%","67",".13%"
"Total Reported","49,638","100%","93.16%","3,644","100%","6.84%","53,282","100%"
"Not Reported","263","","","13","","","276",""
"Grand Total","49,901","","","3,657","","","53,558",""
