"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,317","36.84%","90.34%","1,959","54.48%","9.66%","20,276","38.03%"
"Black","31,281","62.92%","95.05%","1,629","45.30%","4.95%","32,910","61.73%"
"Indian","59",".12%","96.72%","2",".06%","3.28%","61",".11%"
"Asian","58",".12%","90.63%","6",".17%","9.38%","64",".12%"
"Total Reported","49,715","100%","93.25%","3,596","100%","6.75%","53,311","100%"
"Not Reported","240","","","9","","","249",""
"Grand Total","49,955","","","3,605","","","53,560",""
