"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,226","37.30%","90.65%","1,881","52.81%","9.35%","20,107","38.36%"
"Black","30,527","62.48%","94.80%","1,674","47.00%","5.20%","32,201","61.43%"
"Indian","61",".12%","93.85%","4",".11%","6.15%","65",".12%"
"Asian","44",".09%","93.62%","3",".08%","6.38%","47",".09%"
"Total Reported","48,858","100%","93.2%","3,562","100%","6.8%","52,420","100%"
"Not Reported","225","","","14","","","239",""
"Grand Total","49,083","","","3,576","","","52,659",""
