"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,042","37.23%","90.54%","1,886","53.11%","9.46%","19,928","38.31%"
"Black","30,323","62.57%","94.82%","1,657","46.66%","5.18%","31,980","61.48%"
"Indian","57",".12%","93.44%","4",".11%","6.56%","61",".12%"
"Asian","43",".09%","91.49%","4",".11%","8.51%","47",".09%"
"Total Reported","48,465","100%","93.17%","3,551","100%","6.83%","52,016","100%"
"Not Reported","226","","","17","","","243",""
"Grand Total","48,691","","","3,568","","","52,259",""
