"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,824","37.29%","90.68%","1,935","54.80%","9.32%","20,759","38.43%"
"Black","31,552","62.50%","95.21%","1,589","45.00%","4.79%","33,141","61.36%"
"Indian","58",".11%","93.55%","4",".11%","6.45%","62",".11%"
"Asian","50",".10%","94.34%","3",".08%","5.66%","53",".10%"
"Total Reported","50,484","100%","93.46%","3,531","100%","6.54%","54,015","100%"
"Not Reported","227","","","14","","","241",""
"Grand Total","50,711","","","3,545","","","54,256",""
