"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,127","33.67%","89.05%","1,983","52.40%","10.95%","18,110","35.04%"
"Black","31,650","66.07%","94.63%","1,797","47.49%","5.37%","33,447","64.71%"
"Indian","30",".06%","93.75%","2",".05%","6.25%","32",".06%"
"Asian","95",".20%","97.94%","2",".05%","2.06%","97",".19%"
"Total Reported","47,902","100%","92.68%","3,784","100%","7.32%","51,686","100%"
"Not Reported","1808","","","18","","","1826",""
"Grand Total","49,710","","","3,802","","","53,512",""
