"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","15,844","33.10%","89.20%","1,918","51.81%","10.80%","17,762","34.44%"
"Black
1 2 6","31,918","66.68%","94.72%","1,780","48.08%","5.28%","33,698","65.35%"
"Asian","103",".22%","96.26%","4",".11%","3.74%","107",".21%"
"Total Reported","47,865","100%","92.82%","3,702","100%","7.18%","51,567","100%"
"Not Reported","58","","","0","","","58",""
"Grand Total","47,923","","","3,702","","","51,625",""
