"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,141","37.28%","90.51%","1,901","53.50%","9.49%","20,042","38.39%"
"Black","30,416","62.51%","94.87%","1,644","46.27%","5.13%","32,060","61.40%"
"Indian","59",".12%","93.65%","4",".11%","6.35%","63",".12%"
"Asian","42",".09%","91.30%","4",".11%","8.70%","46",".09%"
"Total Reported","48,658","100%","93.19%","3,553","100%","6.81%","52,211","100%"
"Not Reported","231","","","15","","","246",""
"Grand Total","48,889","","","3,568","","","52,457",""
