"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","15,419","35.09%","89.39%","1,831","58.87%","10.61%","17,250","36.66%"
"Black","26,469","60.24%","95.59%","1,221","39.26%","4.41%","27,690","58.85%"
"Other","1",".01%","100.00%","0","0%","0%","1",".01%"
"Asian","154",".35%","93.90%","10",".32%","6.10%","164",".35%"
"Hispanic","1,876","4.27%","97.56%","47","1.51%","2.44%","1,923","4.09%"
"Native American","21",".05%","95.45%","1",".03%","4.55%","22",".05%"
"Total Reported","43,940","100%","93.39%","3,110","100%","6.61%","47,050","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","43,940","","","3,110","","","47,050",""
