"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,126","37.06%","90.76%","1,845","52.80%","9.24%","19,971","38.11%"
"Black","30,675","62.72%","94.91%","1,644","47.05%","5.09%","32,319","61.68%"
"Indian","59",".12%","96.72%","2",".06%","3.28%","61",".12%"
"Asian","44",".09%","93.62%","3",".09%","6.38%","47",".09%"
"Total Reported","48,904","100%","93.33%","3,494","100%","6.67%","52,398","100%"
"Not Reported","223","","","14","","","237",""
"Grand Total","49,127","","","3,508","","","52,635",""
