"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,479","37.35%","90.78%","1,877","53.37%","9.22%","20,356","38.42%"
"Black","30,894","62.45%","94.97%","1,635","46.49%","5.03%","32,529","61.39%"
"Indian","54",".11%","96.43%","2",".06%","3.57%","56",".11%"
"Asian","42",".08%","93.33%","3",".09%","6.67%","45",".08%"
"Total Reported","49,469","100%","93.36%","3,517","100%","6.64%","52,986","100%"
"Not Reported","227","","","13","","","240",""
"Grand Total","49,696","","","3,530","","","53,226",""
