"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,170","37.34%","90.51%","1,906","53.64%","9.49%","20,076","38.45%"
"Black","30,385","62.45%","94.88%","1,639","46.13%","5.12%","32,024","61.34%"
"Indian","60",".12%","93.75%","4",".11%","6.25%","64",".12%"
"Asian","41",".08%","91.11%","4",".11%","8.89%","45",".09%"
"Total Reported","48,656","100%","93.19%","3,553","100%","6.81%","52,209","100%"
"Not Reported","229","","","15","","","244",""
"Grand Total","48,885","","","3,568","","","52,453",""
