"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"13","1","0.01%","100.00%","","","","1","0.01%"
"14","3","0.01%","100.00%","","","","3","0.01%"
"15","26","0.06%","100.00%","","","","26","0.05%"
"16","85","0.18%","96.59%","3","0.08%","3.41%","88","0.18%"
"17","433","0.94%","93.72%","29","0.81%","6.28%","462","0.93%"
"18","1,043","2.25%","96.66%","36","1.00%","3.34%","1,079","2.16%"
"19","1,433","3.10%","96.89%","46","1.28%","3.11%","1,479","2.96%"
"20","1,643","3.55%","95.69%","74","2.06%","4.31%","1,717","3.44%"
"21","1,681","3.63%","95.13%","86","2.39%","4.87%","1,767","3.54%"
"22","1,792","3.87%","94.42%","106","2.95%","5.58%","1,898","3.80%"
"23","1,736","3.75%","94.30%","105","2.92%","5.70%","1,841","3.69%"
"24","1,669","3.61%","93.76%","111","3.09%","6.24%","1,780","3.57%"
"25","1,590","3.44%","93.04%","119","3.31%","6.96%","1,709","3.43%"
"26","1,632","3.53%","93.74%","109","3.03%","6.26%","1,741","3.49%"
"27","1,611","3.48%","93.83%","106","2.95%","6.17%","1,717","3.44%"
"28","1,541","3.33%","92.89%","118","3.28%","7.11%","1,659","3.33%"
"29","1,591","3.44%","92.93%","121","3.36%","7.07%","1,712","3.43%"
"30","1,529","3.30%","91.61%","140","3.89%","8.39%","1,669","3.35%"
"31","1,505","3.25%","92.11%","129","3.59%","7.89%","1,634","3.28%"
"32","1,487","3.21%","90.34%","159","4.42%","9.66%","1,646","3.30%"
"33","1,483","3.20%","92.28%","124","3.45%","7.72%","1,607","3.22%"
"34","1,382","2.99%","90.74%","141","3.92%","9.26%","1,523","3.05%"
"35","1,327","2.87%","92.22%","112","3.11%","7.78%","1,439","2.88%"
"36","1,283","2.77%","91.64%","117","3.25%","8.36%","1,400","2.81%"
"37","1,277","2.76%","91.08%","125","3.48%","8.92%","1,402","2.81%"
"38","1,142","2.47%","91.07%","112","3.11%","8.93%","1,254","2.51%"
"39","1,105","2.39%","91.32%","105","2.92%","8.68%","1,210","2.43%"
"40","1,077","2.33%","89.68%","124","3.45%","10.32%","1,201","2.41%"
"41","1,103","2.38%","91.23%","106","2.95%","8.77%","1,209","2.42%"
"42","960","2.07%","92.31%","80","2.22%","7.69%","1,040","2.08%"
"43","875","1.89%","91.34%","83","2.31%","8.66%","958","1.92%"
"44","784","1.69%","90.74%","80","2.22%","9.26%","864","1.73%"
"45","759","1.64%","89.82%","86","2.39%","10.18%","845","1.69%"
"46","706","1.53%","92.89%","54","1.50%","7.11%","760","1.52%"
"47","615","1.33%","91.11%","60","1.67%","8.89%","675","1.35%"
"48","603","1.30%","91.36%","57","1.58%","8.64%","660","1.32%"
"49","542","1.17%","91.71%","49","1.36%","8.29%","591","1.18%"
"50","535","1.16%","92.40%","44","1.22%","7.60%","579","1.16%"
"51","474","1.02%","93.49%","33","0.92%","6.51%","507","1.02%"
"52","473","1.02%","90.79%","48","1.33%","9.21%","521","1.04%"
"53","453","0.98%","92.64%","36","1.00%","7.36%","489","0.98%"
"54","371","0.80%","91.60%","34","0.95%","8.40%","405","0.81%"
"55","355","0.77%","93.92%","23","0.64%","6.08%","378","0.76%"
"56","318","0.69%","92.17%","27","0.75%","7.83%","345","0.69%"
"57","322","0.70%","94.15%","20","0.56%","5.85%","342","0.69%"
"58","287","0.62%","94.10%","18","0.50%","5.90%","305","0.61%"
"59","254","0.55%","93.38%","18","0.50%","6.62%","272","0.55%"
"60","222","0.48%","92.89%","17","0.47%","7.11%","239","0.48%"
"61","201","0.43%","92.63%","16","0.44%","7.37%","217","0.44%"
"62","178","0.38%","95.19%","9","0.25%","4.81%","187","0.37%"
"63","124","0.27%","93.23%","9","0.25%","6.77%","133","0.27%"
"64","99","0.21%","92.52%","8","0.22%","7.48%","107","0.21%"
"65","104","0.22%","94.55%","6","0.17%","5.45%","110","0.22%"
"66","78","0.17%","92.86%","6","0.17%","7.14%","84","0.17%"
"67","68","0.15%","94.44%","4","0.11%","5.56%","72","0.14%"
"68","64","0.14%","96.97%","2","0.06%","3.03%","66","0.13%"
"69","47","0.10%","95.92%","2","0.06%","4.08%","49","0.10%"
"70","38","0.08%","95.00%","2","0.06%","5.00%","40","0.08%"
"71","30","0.06%","96.77%","1","0.03%","3.23%","31","0.06%"
"72","23","0.05%","95.83%","1","0.03%","4.17%","24","0.05%"
"73","19","0.04%","100.00%","","","","19","0.04%"
"74","20","0.04%","95.24%","1","0.03%","4.76%","21","0.04%"
"75","13","0.03%","100.00%","","","","13","0.03%"
"76","10","0.02%","100.00%","","","","10","0.02%"
"77","8","0.02%","100.00%","","","","8","0.02%"
"78","7","0.02%","100.00%","","","","7","0.01%"
"79","5","0.01%","100.00%","","","","5","0.01%"
"80","10","0.02%","100.00%","","","","10","0.02%"
"81","11","0.02%","100.00%","","","","11","0.02%"
"82","3","0.01%","100.00%","","","","3","0.01%"
"83","3","0.01%","100.00%","","","","3","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"86","1","0.01%","100.00%","","","","1","0.01%"
"87","1","0.01%","100.00%","","","","1","0.01%"
"90","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","46,285","100%","92.79%","3,597","100%","7.21%","49,882","100%"
"Not Reported","1",,,"0",,,"1",
"Grand Total","46,286",,,"3,597",,,"49,883",
