"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Pike County","39",".08%","90.70%","4",".10%","9.30%","43",".08%"
"Polk County","194",".38%","93.72%","13",".33%","6.28%","207",".38%"
"Pulaski County","48",".09%","94.12%","3",".08%","5.88%","51",".09%"
"Putnam County","151",".30%","91.52%","14",".36%","8.48%","165",".30%"
"Quitman County","11",".02%","100.00%","","","","11",".02%"
"Rabun County","65",".13%","89.04%","8",".20%","10.96%","73",".13%"
"Randolph County","60",".12%","96.77%","2",".05%","3.23%","62",".11%"
"Richmond County","1,938","3.80%","93.71%","130","3.31%","6.29%","2,068","3.77%"
"Rockdale County","500",".98%","92.76%","39",".99%","7.24%","539",".98%"
"Schley County","11",".02%","84.62%","2",".05%","15.38%","13",".02%"
"Screven County","122",".24%","96.83%","4",".10%","3.17%","126",".23%"
"Seminole County","75",".15%","87.21%","11",".28%","12.79%","86",".16%"
"Spalding County","509","1.00%","91.38%","48","1.22%","8.62%","557","1.01%"
"Stephens County","175",".34%","87.50%","25",".64%","12.50%","200",".36%"
"Stewart County","34",".07%","97.14%","1",".03%","2.86%","35",".06%"
"Sumter County","206",".40%","95.81%","9",".23%","4.19%","215",".39%"
"Talbot County","31",".06%","93.94%","2",".05%","6.06%","33",".06%"
"Taliaferro County","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"Tattnall County","192",".38%","91.43%","18",".46%","8.57%","210",".38%"
"Taylor County","62",".12%","92.54%","5",".13%","7.46%","67",".12%"
"Telfair County","104",".20%","95.41%","5",".13%","4.59%","109",".20%"
"Terrell County","90",".18%","94.74%","5",".13%","5.26%","95",".17%"
"Thomas County","210",".41%","96.33%","8",".20%","3.67%","218",".40%"
"Tift County","319",".63%","94.10%","20",".51%","5.90%","339",".62%"
"Toombs County","326",".64%","89.81%","37",".94%","10.19%","363",".66%"
"Towns County","56",".11%","77.78%","16",".41%","22.22%","72",".13%"
"Treutlen County","73",".14%","93.59%","5",".13%","6.41%","78",".14%"
"Troup County","668","1.31%","92.52%","54","1.37%","7.48%","722","1.32%"
"Turner County","68",".13%","97.14%","2",".05%","2.86%","70",".13%"
"Twiggs County","53",".10%","96.36%","2",".05%","3.64%","55",".10%"
"Union County","92",".18%","82.88%","19",".48%","17.12%","111",".20%"
"Upson County","172",".34%","94.51%","10",".25%","5.49%","182",".33%"
"Walker County","428",".84%","91.45%","40","1.02%","8.55%","468",".85%"
"Walton County","573","1.12%","89.25%","69","1.75%","10.75%","642","1.17%"
"Ware County","307",".60%","93.88%","20",".51%","6.12%","327",".60%"
"Warren County","39",".08%","92.86%","3",".08%","7.14%","42",".08%"
"Washington County","207",".41%","90.39%","22",".56%","9.61%","229",".42%"
"Wayne County","172",".34%","92.47%","14",".36%","7.53%","186",".34%"
