"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Webster County","6",".01%","100.00%","","","","6",".01%"
"Wheeler County","21",".04%","100.00%","","","","21",".04%"
"White County","108",".21%","87.10%","16",".43%","12.90%","124",".23%"
"Whitfield County","614","1.22%","87.97%","84","2.25%","12.03%","698","1.29%"
"Wilcox County","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"Wilkes County","71",".14%","95.95%","3",".08%","4.05%","74",".14%"
"Wilkinson County","49",".10%","100.00%","","","","49",".09%"
"Worth County","124",".25%","93.94%","8",".21%","6.06%","132",".24%"
"Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","50,252","100%","93.07%","3,739","100%","6.93%","53,991","100%"
