"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","193",".38%","94.15%","12",".30%","5.85%","205",".37%"
"Appling County","118",".23%","95.93%","5",".12%","4.07%","123",".22%"
"Atkinson County","58",".11%","89.23%","7",".17%","10.77%","65",".12%"
"Bacon County","86",".17%","90.53%","9",".22%","9.47%","95",".17%"
"Baker County","11",".02%","84.62%","2",".05%","15.38%","13",".02%"
"Baldwin County","323",".63%","93.08%","24",".60%","6.92%","347",".63%"
"Banks County","76",".15%","93.83%","5",".12%","6.17%","81",".15%"
"Barrow County","352",".69%","92.15%","30",".74%","7.85%","382",".69%"
"Bartow County","623","1.22%","87.25%","91","2.26%","12.75%","714","1.30%"
"Ben Hill County","254",".50%","93.04%","19",".47%","6.96%","273",".50%"
"Berrien County","88",".17%","97.78%","2",".05%","2.22%","90",".16%"
"Bibb County","1,160","2.27%","94.00%","74","1.84%","6.00%","1,234","2.24%"
"Bleckley County","72",".14%","93.51%","5",".12%","6.49%","77",".14%"
"Brantley County","85",".17%","82.52%","18",".45%","17.48%","103",".19%"
"Brooks County","50",".10%","98.04%","1",".02%","1.96%","51",".09%"
"Bryan County","57",".11%","95.00%","3",".07%","5.00%","60",".11%"
"Bulloch County","527","1.03%","92.46%","43","1.07%","7.54%","570","1.03%"
"Burke County","238",".47%","96.75%","8",".20%","3.25%","246",".45%"
"Butts County","117",".23%","92.13%","10",".25%","7.87%","127",".23%"
"Calhoun County","30",".06%","88.24%","4",".10%","11.76%","34",".06%"
"Camden County","201",".39%","91.78%","18",".45%","8.22%","219",".40%"
"Candler County","109",".21%","93.16%","8",".20%","6.84%","117",".21%"
"Carroll County","631","1.24%","91.98%","55","1.37%","8.02%","686","1.25%"
"Catoosa County","362",".71%","89.83%","41","1.02%","10.17%","403",".73%"
"Charlton County","67",".13%","93.06%","5",".12%","6.94%","72",".13%"
"Chatham County","1,930","3.78%","94.42%","114","2.83%","5.58%","2,044","3.71%"
"Chattahoochee County","25",".05%","100.00%","","","","25",".05%"
"Chattooga County","229",".45%","87.40%","33",".82%","12.60%","262",".48%"
"Cherokee County","582","1.14%","92.09%","50","1.24%","7.91%","632","1.15%"
"Clarke County","574","1.12%","93.03%","43","1.07%","6.97%","617","1.12%"
"Clay County","26",".05%","86.67%","4",".10%","13.33%","30",".05%"
"Clayton County","1,408","2.76%","93.31%","101","2.51%","6.69%","1,509","2.74%"
"Clinch County","47",".09%","90.38%","5",".12%","9.62%","52",".09%"
"Cobb County","2,581","5.05%","92.15%","220","5.46%","7.85%","2,801","5.08%"
"Coffee County","226",".44%","94.17%","14",".35%","5.83%","240",".44%"
"Colquitt County","219",".43%","95.63%","10",".25%","4.37%","229",".42%"
"Columbia County","433",".85%","90.78%","44","1.09%","9.22%","477",".87%"
"Cook County","116",".23%","94.31%","7",".17%","5.69%","123",".22%"
