"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Coweta County","683","1.42%","94.73%","38",".99%","5.27%","721","1.39%"
"Crawford County","31",".06%","93.94%","2",".05%","6.06%","33",".06%"
"Crisp County","373",".77%","90.98%","37",".96%","9.02%","410",".79%"
"Dade County","86",".18%","88.66%","11",".29%","11.34%","97",".19%"
"Dawson County","137",".28%","87.26%","20",".52%","12.74%","157",".30%"
"Decatur County","310",".64%","89.34%","37",".96%","10.66%","347",".67%"
"Dekalb County","2,593","5.38%","95.33%","127","3.30%","4.67%","2,720","5.23%"
"Dodge County","126",".26%","88.73%","16",".42%","11.27%","142",".27%"
"Dooly County","135",".28%","91.84%","12",".31%","8.16%","147",".28%"
"Dougherty County","730","1.52%","96.05%","30",".78%","3.95%","760","1.46%"
"Douglas County","840","1.74%","91.01%","83","2.16%","8.99%","923","1.77%"
"Early County","81",".17%","98.78%","1",".03%","1.22%","82",".16%"
"Echols County","12",".02%","92.31%","1",".03%","7.69%","13",".02%"
"Effingham County","364",".76%","89.22%","44","1.14%","10.78%","408",".78%"
"Elbert County","137",".28%","89.54%","16",".42%","10.46%","153",".29%"
"Emanuel County","213",".44%","93.01%","16",".42%","6.99%","229",".44%"
"Evans County","88",".18%","91.67%","8",".21%","8.33%","96",".18%"
"Fannin County","99",".21%","87.61%","14",".36%","12.39%","113",".22%"
"Fayette County","389",".81%","88.61%","50","1.30%","11.39%","439",".84%"
"Floyd County","900","1.87%","90.73%","92","2.39%","9.27%","992","1.91%"
"Forsyth County","420",".87%","88.79%","53","1.38%","11.21%","473",".91%"
"Franklin County","174",".36%","89.69%","20",".52%","10.31%","194",".37%"
"Fulton County","4,668","9.69%","95.21%","235","6.10%","4.79%","4,903","9.43%"
"Gilmer County","112",".23%","91.06%","11",".29%","8.94%","123",".24%"
"Glascock County","12",".02%","100.00%","","","","12",".02%"
"Glynn County","567","1.18%","94.82%","31",".81%","5.18%","598","1.15%"
"Gordon County","372",".77%","86.92%","56","1.45%","13.08%","428",".82%"
"Grady County","212",".44%","89.45%","25",".65%","10.55%","237",".46%"
"Greene County","112",".23%","88.89%","14",".36%","11.11%","126",".24%"
"Gwinnett County","2,353","4.88%","93.26%","170","4.42%","6.74%","2,523","4.85%"
"Habersham County","118",".24%","86.76%","18",".47%","13.24%","136",".26%"
"Hall County","723","1.50%","92.34%","60","1.56%","7.66%","783","1.51%"
"Hancock County","46",".10%","93.88%","3",".08%","6.12%","49",".09%"
"Haralson County","162",".34%","88.04%","22",".57%","11.96%","184",".35%"
"Harris County","106",".22%","94.64%","6",".16%","5.36%","112",".22%"
"Hart County","157",".33%","94.58%","9",".23%","5.42%","166",".32%"
"Heard County","49",".10%","84.48%","9",".23%","15.52%","58",".11%"
"Henry County","715","1.48%","91.78%","64","1.66%","8.22%","779","1.50%"
