"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Coweta County","568","1.23%","94.82%","31",".94%","5.18%","599","1.21%"
"Crawford County","18",".04%","90.00%","2",".06%","10.00%","20",".04%"
"Crisp County","333",".72%","94.33%","20",".61%","5.67%","353",".71%"
"Dade County","84",".18%","93.33%","6",".18%","6.67%","90",".18%"
"Dawson County","93",".20%","93.94%","6",".18%","6.06%","99",".20%"
"Decatur County","234",".51%","95.12%","12",".36%","4.88%","246",".50%"
"Dekalb County","2,618","5.68%","95.17%","133","4.04%","4.83%","2,751","5.57%"
"Dodge County","117",".25%","95.90%","5",".15%","4.10%","122",".25%"
"Dooly County","112",".24%","93.33%","8",".24%","6.67%","120",".24%"
"Dougherty County","737","1.60%","95.84%","32",".97%","4.16%","769","1.56%"
"Douglas County","949","2.06%","91.25%","91","2.77%","8.75%","1,040","2.11%"
"Early County","75",".16%","96.15%","3",".09%","3.85%","78",".16%"
"Echols County","11",".02%","84.62%","2",".06%","15.38%","13",".03%"
"Effingham County","214",".46%","89.54%","25",".76%","10.46%","239",".48%"
"Elbert County","130",".28%","94.20%","8",".24%","5.80%","138",".28%"
"Emanuel County","151",".33%","93.21%","11",".33%","6.79%","162",".33%"
"Evans County","82",".18%","95.35%","4",".12%","4.65%","86",".17%"
"Fannin County","89",".19%","88.12%","12",".36%","11.88%","101",".20%"
"Fayette County","298",".65%","92.55%","24",".73%","7.45%","322",".65%"
"Floyd County","842","1.83%","90.73%","86","2.61%","9.27%","928","1.88%"
"Forsyth County","339",".74%","91.37%","32",".97%","8.63%","371",".75%"
"Franklin County","138",".30%","85.71%","23",".70%","14.29%","161",".33%"
"Fulton County","4,609","10.00%","96.14%","185","5.62%","3.86%","4,794","9.71%"
"Gilmer County","88",".19%","92.63%","7",".21%","7.37%","95",".19%"
"Glascock County","8",".02%","100.00%","","","","8",".02%"
"Glynn County","518","1.12%","93.50%","36","1.09%","6.50%","554","1.12%"
"Gordon County","352",".76%","88.66%","45","1.37%","11.34%","397",".80%"
"Grady County","136",".30%","95.77%","6",".18%","4.23%","142",".29%"
"Greene County","98",".21%","93.33%","7",".21%","6.67%","105",".21%"
"Gwinnett County","2,401","5.21%","93.68%","162","4.92%","6.32%","2,563","5.19%"
"Habersham County","113",".25%","92.62%","9",".27%","7.38%","122",".25%"
"Hall County","632","1.37%","93.35%","45","1.37%","6.65%","677","1.37%"
"Hancock County","33",".07%","89.19%","4",".12%","10.81%","37",".07%"
"Haralson County","119",".26%","92.97%","9",".27%","7.03%","128",".26%"
"Harris County","103",".22%","93.64%","7",".21%","6.36%","110",".22%"
"Hart County","161",".35%","92.53%","13",".40%","7.47%","174",".35%"
"Heard County","44",".10%","93.62%","3",".09%","6.38%","47",".10%"
"Henry County","618","1.34%","91.15%","60","1.82%","8.85%","678","1.37%"
