"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"081 
Jefferson County","114","0.23%","94.21%","7","0.17%","5.79%","121","0.23%"
"082 
Jenkins County","91","0.19%","94.79%","5","0.12%","5.21%","96","0.18%"
"083 
Johnson County","45","0.09%","97.83%","1","0.02%","2.17%","46","0.09%"
"084 
Jones County","165","0.34%","93.75%","11","0.27%","6.25%","176","0.33%"
"085  Lamar County","95","0.19%","87.16%","14","0.35%","12.84%","109","0.2%"
"086  Lanier County","55","0.11%","88.71%","7","0.17%","11.29%","62","0.12%"
"087  Laurens County","271","0.55%","92.81%","21","0.52%","7.19%","292","0.55%"
"088  Lee County","78","0.16%","95.12%","4","0.1%","4.88%","82","0.15%"
"089  Liberty County","261","0.53%","92.23%","22","0.54%","7.77%","283","0.53%"
"090  Lincoln County","40","0.08%","100.0%","","","","40","0.08%"
"091  Long County","67","0.14%","90.54%","7","0.17%","9.46%","74","0.14%"
"092  Lowndes County","467","0.95%","94.34%","28","0.69%","5.66%","495","0.93%"
"093  Lumpkin County","90","0.18%","85.71%","15","0.37%","14.29%","105","0.2%"
"094  Macon County","44","0.09%","93.62%","3","0.07%","6.38%","47","0.09%"
"095  Madison County","137","0.28%","91.33%","13","0.32%","8.67%","150","0.28%"
"096  Marion County","21","0.04%","95.45%","1","0.02%","4.55%","22","0.04%"
"097  Mcduffie County","168","0.34%","95.45%","8","0.2%","4.55%","176","0.33%"
"098  Mcintosh County","79","0.16%","94.05%","5","0.12%","5.95%","84","0.16%"
"099  Meriwether County","159","0.32%","96.95%","5","0.12%","3.05%","164","0.31%"
"100  Miller County","33","0.07%","94.29%","2","0.05%","5.71%","35","0.07%"
"101  Mitchell County","186","0.38%","93.47%","13","0.32%","6.53%","199","0.37%"
"102  Monroe County","203","0.41%","87.5%","29","0.72%","12.5%","232","0.44%"
"103  Montgomery County","32","0.07%","82.05%","7","0.17%","17.95%","39","0.07%"
"104  Morgan County","126","0.26%","93.33%","9","0.22%","6.67%","135","0.25%"
"105  Murray County","298","0.61%","87.65%","42","1.04%","12.35%","340","0.64%"
"106  Muscogee County","1,190","2.42%","94.75%","66","1.63%","5.25%","1,256","2.36%"
"107  Newton County","678","1.38%","90.28%","73","1.81%","9.72%","751","1.41%"
