"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"108  Oconee County","57","0.12%","90.48%","6","0.15%","9.52%","63","0.12%"
"109  Oglethorpe County","57","0.12%","96.61%","2","0.05%","3.39%","59","0.11%"
"110  Paulding County","267","0.54%","92.71%","21","0.52%","7.29%","288","0.54%"
"111  Peach County","73","0.15%","96.05%","3","0.07%","3.95%","76","0.14%"
"112  Pickens County","98","0.2%","85.22%","17","0.42%","14.78%","115","0.22%"
"113  Pierce County","120","0.24%","90.91%","12","0.3%","9.09%","132","0.25%"
"114  Pike County","36","0.07%","87.8%","5","0.12%","12.2%","41","0.08%"
"115  Polk County","187","0.38%","91.67%","17","0.42%","8.33%","204","0.38%"
"116  Pulaski County","49","0.1%","96.08%","2","0.05%","3.92%","51","0.1%"
"117  Putnam County","136","0.28%","93.15%","10","0.25%","6.85%","146","0.27%"
"118  Quitman County","10","0.02%","100.0%","","","","10","0.02%"
"119  Rabun County","52","0.11%","89.66%","6","0.15%","10.34%","58","0.11%"
"120  Randolph County","41","0.08%","95.35%","2","0.05%","4.65%","43","0.08%"
"121  Richmond County","1,695","3.45%","94.27%","103","2.55%","5.73%","1,798","3.38%"
"122  Rockdale County","417","0.85%","93.29%","30","0.74%","6.71%","447","0.84%"
"123  Schley County","16","0.03%","88.89%","2","0.05%","11.11%","18","0.03%"
"124  Screven County","89","0.18%","91.75%","8","0.2%","8.25%","97","0.18%"
"125  Seminole County","68","0.14%","90.67%","7","0.17%","9.33%","75","0.14%"
"126  Spalding County","500","1.02%","89.29%","60","1.49%","10.71%","560","1.05%"
"127  Stephens County","133","0.27%","93.01%","10","0.25%","6.99%","143","0.27%"
"128  Stewart County","25","0.05%","89.29%","3","0.07%","10.71%","28","0.05%"
"129  Sumter County","207","0.42%","94.52%","12","0.3%","5.48%","219","0.41%"
"130  Talbot County","27","0.05%","93.1%","2","0.05%","6.9%","29","0.05%"
"131  Taliaferro County","17","0.03%","85.0%","3","0.07%","15.0%","20","0.04%"
"132  Tattnall County","242","0.49%","87.36%","35","0.87%","12.64%","277","0.52%"
"133  Taylor County","46","0.09%","90.2%","5","0.12%","9.8%","51","0.1%"
"134  Telfair County","122","0.25%","91.73%","11","0.27%","8.27%","133","0.25%"
