"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Coweta County","605","1.20%","92.37%","50","1.30%","7.63%","655","1.20%"
"Crawford County","22",".04%","81.48%","5",".13%","18.52%","27",".05%"
"Crisp County","297",".59%","92.52%","24",".63%","7.48%","321",".59%"
"Dade County","93",".18%","90.29%","10",".26%","9.71%","103",".19%"
"Dawson County","96",".19%","84.96%","17",".44%","15.04%","113",".21%"
"Decatur County","213",".42%","95.52%","10",".26%","4.48%","223",".41%"
"Dekalb County","2,926","5.79%","95.40%","141","3.68%","4.60%","3,067","5.64%"
"Dodge County","164",".32%","93.18%","12",".31%","6.82%","176",".32%"
"Dooly County","107",".21%","94.69%","6",".16%","5.31%","113",".21%"
"Dougherty County","917","1.81%","94.63%","52","1.36%","5.37%","969","1.78%"
"Douglas County","1,037","2.05%","89.94%","116","3.03%","10.06%","1,153","2.12%"
"Early County","78",".15%","90.70%","8",".21%","9.30%","86",".16%"
"Echols County","11",".02%","100.00%","","","","11",".02%"
"Effingham County","240",".47%","93.02%","18",".47%","6.98%","258",".47%"
"Elbert County","160",".32%","93.02%","12",".31%","6.98%","172",".32%"
"Emanuel County","168",".33%","91.80%","15",".39%","8.20%","183",".34%"
"Evans County","84",".17%","93.33%","6",".16%","6.67%","90",".17%"
"Fannin County","90",".18%","87.38%","13",".34%","12.62%","103",".19%"
"Fayette County","326",".64%","92.09%","28",".73%","7.91%","354",".65%"
"Floyd County","876","1.73%","89.30%","105","2.74%","10.70%","981","1.80%"
"Forsyth County","372",".74%","90.73%","38",".99%","9.27%","410",".75%"
"Franklin County","161",".32%","89.94%","18",".47%","10.06%","179",".33%"
"Fulton County","4,772","9.44%","96.07%","195","5.09%","3.93%","4,967","9.13%"
"Gilmer County","86",".17%","91.49%","8",".21%","8.51%","94",".17%"
"Glascock County","5",".01%","100.00%","","","","5",".01%"
"Glynn County","505","1.00%","92.66%","40","1.04%","7.34%","545","1.00%"
"Gordon County","371",".73%","88.76%","47","1.23%","11.24%","418",".77%"
"Grady County","136",".27%","95.77%","6",".16%","4.23%","142",".26%"
"Greene County","109",".22%","95.61%","5",".13%","4.39%","114",".21%"
"Gwinnett County","2,594","5.13%","93.07%","193","5.03%","6.93%","2,787","5.13%"
"Habersham County","100",".20%","90.91%","10",".26%","9.09%","110",".20%"
"Hall County","684","1.35%","91.81%","61","1.59%","8.19%","745","1.37%"
"Hancock County","30",".06%","100.00%","","","","30",".06%"
"Haralson County","115",".23%","94.26%","7",".18%","5.74%","122",".22%"
"Harris County","105",".21%","89.74%","12",".31%","10.26%","117",".22%"
"Hart County","151",".30%","89.35%","18",".47%","10.65%","169",".31%"
"Heard County","48",".09%","88.89%","6",".16%","11.11%","54",".10%"
"Henry County","479",".95%","89.20%","58","1.51%","10.80%","537",".99%"
