"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Polk","144",".31%","96.00%","6",".20%","4.00%","150",".31%"
"Pulaski","89",".19%","89.90%","10",".33%","10.10%","99",".20%"
"Putnam","125",".27%","95.42%","6",".20%","4.58%","131",".27%"
"Quitman","12",".03%","100.00%","","","","12",".02%"
"Rabun","63",".14%","88.73%","8",".26%","11.27%","71",".15%"
"Randolph","68",".15%","98.55%","1",".03%","1.45%","69",".14%"
"Richmond","1,820","3.97%","94.06%","115","3.77%","5.94%","1,935","3.96%"
"Rockdale","392",".86%","93.56%","27",".88%","6.44%","419",".86%"
"Schley","20",".04%","100.00%","","","","20",".04%"
"Screven","124",".27%","96.12%","5",".16%","3.88%","129",".26%"
"Seminole","74",".16%","90.24%","8",".26%","9.76%","82",".17%"
"Spalding","575","1.26%","91.71%","52","1.70%","8.29%","627","1.28%"
"Stephens","158",".34%","93.49%","11",".36%","6.51%","169",".35%"
"Stewart","38",".08%","95.00%","2",".07%","5.00%","40",".08%"
"Sumter","236",".52%","94.02%","15",".49%","5.98%","251",".51%"
"Talbot","41",".09%","93.18%","3",".10%","6.82%","44",".09%"
"Taliaferro","15",".03%","88.24%","2",".07%","11.76%","17",".03%"
"Tattnall","167",".36%","95.98%","7",".23%","4.02%","174",".36%"
"Taylor","73",".16%","96.05%","3",".10%","3.95%","76",".16%"
"Telfair","135",".29%","91.84%","12",".39%","8.16%","147",".30%"
"Terrell","78",".17%","98.73%","1",".03%","1.27%","79",".16%"
"Thomas","319",".70%","95.80%","14",".46%","4.20%","333",".68%"
"Tift","318",".69%","94.93%","17",".56%","5.07%","335",".69%"
"Toombs","277",".60%","93.27%","20",".66%","6.73%","297",".61%"
"Towns","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Treutlen","53",".12%","89.83%","6",".20%","10.17%","59",".12%"
"Troup","625","1.36%","91.78%","56","1.84%","8.22%","681","1.39%"
"Turner","77",".17%","95.06%","4",".13%","4.94%","81",".17%"
"Twiggs","45",".10%","93.75%","3",".10%","6.25%","48",".10%"
"Union","42",".09%","93.33%","3",".10%","6.67%","45",".09%"
"Upson","184",".40%","93.40%","13",".43%","6.60%","197",".40%"
"Walker","344",".75%","88.66%","44","1.44%","11.34%","388",".79%"
"Walton","308",".67%","95.36%","15",".49%","4.64%","323",".66%"
"Ware","351",".77%","94.86%","19",".62%","5.14%","370",".76%"
"Warren","46",".10%","95.83%","2",".07%","4.17%","48",".10%"
"Washington","114",".25%","95.80%","5",".16%","4.20%","119",".24%"
"Wayne","157",".34%","94.01%","10",".33%","5.99%","167",".34%"
"Webster","12",".03%","92.31%","1",".03%","7.69%","13",".03%"
