"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,232","47.66%","94.45%","1,366","39.73%","5.55%","24,598","47.13%"
"Sex Crime","7,651","15.69%","98.60%","109","3.17%","1.40%","7,760","14.87%"
"Property","9,022","18.51%","88.97%","1,118","32.52%","11.03%","10,140","19.43%"
"Drug","6,784","13.92%","90.34%","725","21.09%","9.66%","7,509","14.39%"
"Habit/DUI","119",".24%","94.44%","7",".20%","5.56%","126",".24%"
"Other","1,942","3.98%","94.50%","113","3.29%","5.50%","2,055","3.94%"
"Total Reported","48,750","100%","93.41%","3,438","100%","6.59%","52,188","100%"
"Not Reported","1001",,,"152",,,"1153",
"Grand Total","49,751",,,"3,590",,,"53,341",
