"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,815","55.30%","93.84%","1,630","51.48%","6.16%","26,445","55.05%"
"Sex Crime","8,099","18.05%","98.50%","123","3.89%","1.50%","8,222","17.11%"
"Property","5,635","12.56%","91.05%","554","17.50%","8.95%","6,189","12.88%"
"Drug","4,089","9.11%","85.63%","686","21.67%","14.37%","4,775","9.94%"
"Habit/DUI","70",".16%","88.61%","9",".28%","11.39%","79",".16%"
"Other","2,166","4.83%","92.96%","164","5.18%","7.04%","2,330","4.85%"
"Total Reported","44,874","100%","93.41%","3,166","100%","6.59%","48,040","100%"
"Not Reported","98",,,"0",,,"98",
"Grand Total","44,972",,,"3,166",,,"48,138",
