"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,484","47.21%","94.44%","1,382","39.38%","5.56%","24,866","46.70%"
"Sex Crime","7,705","15.49%","98.64%","106","3.02%","1.36%","7,811","14.67%"
"Property","9,592","19.28%","89.24%","1,157","32.97%","10.76%","10,749","20.19%"
"Drug","6,752","13.57%","90.20%","734","20.92%","9.80%","7,486","14.06%"
"Habit/DUI","131",".26%","96.32%","5",".14%","3.68%","136",".26%"
"Other","2,078","4.18%","94.33%","125","3.56%","5.67%","2,203","4.14%"
"Total Reported","49,742","100%","93.41%","3,509","100%","6.59%","53,251","100%"
"Not Reported","1611",,,"195",,,"1806",
"Grand Total","51,353",,,"3,704",,,"55,057",
