"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,991","56.69%","93.12%","2,067","51.43%","6.88%","30,058","56.3%"
"Sex Crime","9,413","19.06%","98.45%","148","3.68%","1.55%","9,561","17.91%"
"Property","4,775","9.67%","87.58%","677","16.84%","12.42%","5,452","10.21%"
"Drug","3,980","8.06%","83.11%","809","20.13%","16.89%","4,789","8.97%"
"Habit/DUI","78","0.16%","86.67%","12","0.3%","13.33%","90","0.17%"
"Other","3,137","6.35%","91.11%","306","7.61%","8.89%","3,443","6.45%"
"Total Reported","49,374","100.00%","92.47%","4,019","100.00%","7.53%","53,393","100.00%"
"Not Reported","119",,,"2",,,"121",
"Grand Total","49,493",,,"4,021",,,"53,514",
