"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","20,931","45.68%","94.54%","1,209","39.63%","5.46%","22,140","45.31%"
"Sex Crime","6,884","15.03%","98.65%","94","3.08%","1.35%","6,978","14.28%"
"Property","8,877","19.38%","89.80%","1,008","33.04%","10.20%","9,885","20.23%"
"Drug","6,850","14.95%","91.65%","624","20.45%","8.35%","7,474","15.29%"
"Habit/DUI","225",".49%","96.57%","8",".26%","3.43%","233",".48%"
"Other","2,049","4.47%","94.99%","108","3.54%","5.01%","2,157","4.41%"
"Total Reported","45,816","100%","93.76%","3,051","100%","6.24%","48,867","100%"
