"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,687","46.86%","94.27%","1,501","38.52%","5.73%","26,188","46.28%"
"Sex Crime","8,011","15.21%","98.62%","112","2.87%","1.38%","8,123","14.36%"
"Property","10,729","20.37%","89.00%","1,326","34.03%","11.00%","12,055","21.31%"
"Drug","7,005","13.30%","89.56%","817","20.96%","10.44%","7,822","13.82%"
"Habit/DUI","116",".22%","94.31%","7",".18%","5.69%","123",".22%"
"Other","2,135","4.05%","94.09%","134","3.44%","5.91%","2,269","4.01%"
"Total Reported","52,683","100%","93.11%","3,897","100%","6.89%","56,580","100%"
"Not Reported","319",,,"15",,,"334",
"Grand Total","53,002",,,"3,912",,,"56,914",
