"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,560","49.24%","94.01%","1,566","44.06%","5.99%","26,126","48.89%"
"Sex Crime","8,242","16.52%","98.47%","128","3.60%","1.53%","8,370","15.66%"
"Property","9,136","18.32%","89.74%","1,044","29.38%","10.26%","10,180","19.05%"
"Drug","5,618","11.26%","89.60%","652","18.35%","10.40%","6,270","11.73%"
"Habit/DUI","105",".21%","88.98%","13",".37%","11.02%","118",".22%"
"Other","2,220","4.45%","93.63%","151","4.25%","6.37%","2,371","4.44%"
"Total Reported","49,881","100%","93.35%","3,554","100%","6.65%","53,435","100%"
"Not Reported","76",,,"0",,,"76",
"Grand Total","49,957",,,"3,554",,,"53,511",
