"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,059","44.17%","94.44%","1,239","36.60%","5.56%","22,298","43.67%"
"Sex Crime","7,125","14.95%","98.67%","96","2.84%","1.33%","7,221","14.14%"
"Property","8,913","18.70%","89.18%","1,081","31.94%","10.82%","9,994","19.57%"
"Drug","8,196","17.19%","90.80%","830","24.52%","9.20%","9,026","17.68%"
"Habit/DUI","145",".30%","94.16%","9",".27%","5.84%","154",".30%"
"Other","2,234","4.69%","94.50%","130","3.84%","5.50%","2,364","4.63%"
"Total Reported","47,672","100%","93.37%","3,385","100%","6.63%","51,057","100%"
