"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,576","46.25%","94.24%","1,380","37.35%","5.76%","23,956","45.62%"
"Sex Crime","7,613","15.60%","98.50%","116","3.14%","1.50%","7,729","14.72%"
"Property","9,101","18.65%","88.16%","1,222","33.07%","11.84%","10,323","19.66%"
"Drug","7,580","15.53%","89.94%","848","22.95%","10.06%","8,428","16.05%"
"Habit/DUI","94",".19%","91.26%","9",".24%","8.74%","103",".20%"
"Other","1,848","3.79%","93.90%","120","3.25%","6.10%","1,968","3.75%"
"Total Reported","48,812","100%","92.96%","3,695","100%","7.04%","52,507","100%"
"Not Reported","303",,,"68",,,"371",
"Grand Total","49,115",,,"3,763",,,"52,878",
