"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,987","54.51%","93.87%","1,698","49.27%","6.13%","27,685","54.16%"
"Sex Crime","8,485","17.80%","98.53%","127","3.69%","1.47%","8,612","16.85%"
"Property","6,222","13.05%","90.11%","683","19.82%","9.89%","6,905","13.51%"
"Drug","4,488","9.41%","85.88%","738","21.42%","14.12%","5,226","10.22%"
"Habit/DUI","82",".17%","89.13%","10",".29%","10.87%","92",".18%"
"Other","2,409","5.05%","92.69%","190","5.51%","7.31%","2,599","5.08%"
"Total Reported","47,673","100%","93.26%","3,446","100%","6.74%","51,119","100%"
"Not Reported","100",,,"0",,,"100",
"Grand Total","47,773",,,"3,446",,,"51,219",
