"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,798","48.84%","94.23%","1,519","42.01%","5.77%","26,317","48.38%"
"Sex Crime","8,217","16.18%","98.53%","123","3.40%","1.47%","8,340","15.33%"
"Property","9,687","19.08%","89.62%","1,122","31.03%","10.38%","10,809","19.87%"
"Drug","5,991","11.80%","89.52%","701","19.39%","10.48%","6,692","12.30%"
"Habit/DUI","88",".17%","81.48%","20",".55%","18.52%","108",".20%"
"Other","1,996","3.93%","93.84%","131","3.62%","6.16%","2,127","3.91%"
"Total Reported","50,777","100%","93.35%","3,616","100%","6.65%","54,393","100%"
"Not Reported","302",,,"19",,,"321",
"Grand Total","51,079",,,"3,635",,,"54,714",
