"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,818","56.26%","93.48%","1,871","49.95%","6.52%","28,689","55.80%"
"Sex Crime","9,058","19.00%","98.44%","144","3.84%","1.56%","9,202","17.90%"
"Property","4,811","10.09%","88.65%","616","16.44%","11.35%","5,427","10.56%"
"Drug","4,043","8.48%","83.00%","828","22.10%","17.00%","4,871","9.47%"
"Habit/DUI","67",".14%","85.90%","11",".29%","14.10%","78",".15%"
"Other","2,872","6.02%","91.23%","276","7.37%","8.77%","3,148","6.12%"
"Total Reported","47,669","100%","92.71%","3,746","100%","7.29%","51,415","100%"
"Not Reported","118",,,"3",,,"121",
"Grand Total","47,787",,,"3,749",,,"51,536",
