"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,502","49.32%","94.00%","1,563","44.12%","6.00%","26,065","48.97%"
"Sex Crime","8,216","16.54%","98.44%","130","3.67%","1.56%","8,346","15.68%"
"Property","9,166","18.45%","89.70%","1,052","29.69%","10.30%","10,218","19.20%"
"Drug","5,573","11.22%","89.81%","632","17.84%","10.19%","6,205","11.66%"
"Habit/DUI","115",".23%","89.15%","14",".40%","10.85%","129",".24%"
"Other","2,108","4.24%","93.27%","152","4.29%","6.73%","2,260","4.25%"
"Total Reported","49,680","100%","93.34%","3,543","100%","6.66%","53,223","100%"
