"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,016","56.49%","93.27%","1,949","50.85%","6.73%","28,965","56.07%"
"Sex Crime","9,090","19.01%","98.45%","143","3.73%","1.55%","9,233","17.87%"
"Property","4,638","9.70%","88.43%","607","15.84%","11.57%","5,245","10.15%"
"Drug","4,060","8.49%","82.74%","847","22.10%","17.26%","4,907","9.50%"
"Habit/DUI","73",".15%","83.91%","14",".37%","16.09%","87",".17%"
"Other","2,945","6.16%","91.52%","273","7.12%","8.48%","3,218","6.23%"
"Total Reported","47,822","100%","92.58%","3,833","100%","7.42%","51,655","100%"
"Not Reported","118",,,"3",,,"121",
"Grand Total","47,940",,,"3,836",,,"51,776",
