"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,680","47.20%","94.44%","1,334","38.38%","5.56%","24,014","46.60%"
"Sex Crime","7,577","15.77%","98.56%","111","3.19%","1.44%","7,688","14.92%"
"Property","8,952","18.63%","88.62%","1,149","33.06%","11.38%","10,101","19.60%"
"Drug","6,868","14.29%","90.08%","756","21.75%","9.92%","7,624","14.80%"
"Habit/DUI","96",".20%","94.12%","6",".17%","5.88%","102",".20%"
"Other","1,878","3.91%","93.99%","120","3.45%","6.01%","1,998","3.88%"
"Total Reported","48,051","100%","93.25%","3,476","100%","6.75%","51,527","100%"
"Not Reported","997",,,"115",,,"1112",
"Grand Total","49,048",,,"3,591",,,"52,639",
