"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,430","52.03%","93.95%","1,701","44.26%","6.05%","28,131","51.49%"
"Sex Crime","8,322","16.38%","98.45%","131","3.41%","1.55%","8,453","15.47%"
"Property","8,128","16.00%","89.05%","999","26.00%","10.95%","9,127","16.70%"
"Drug","5,380","10.59%","86.84%","815","21.21%","13.16%","6,195","11.34%"
"Habit/DUI","100",".20%","90.91%","10",".26%","9.09%","110",".20%"
"Other","2,434","4.79%","92.87%","187","4.87%","7.13%","2,621","4.80%"
"Total Reported","50,794","100%","92.97%","3,843","100%","7.03%","54,637","100%"
