"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,329","44.79%","94.36%","1,334","36.50%","5.64%","23,663","44.22%"
"Sex Crime","7,674","15.39%","98.64%","106","2.90%","1.36%","7,780","14.54%"
"Property","9,442","18.94%","88.76%","1,196","32.72%","11.24%","10,638","19.88%"
"Drug","8,242","16.53%","90.22%","893","24.43%","9.78%","9,135","17.07%"
"Habit/DUI","130",".26%","96.30%","5",".14%","3.70%","135",".25%"
"Other","2,036","4.08%","94.39%","121","3.31%","5.61%","2,157","4.03%"
"Total Reported","49,853","100%","93.17%","3,655","100%","6.83%","53,508","100%"
