"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,291","55.70%","94.00%","1,550","51.21%","6.00%","25,841","55.41%"
"Sex Crime","8,009","18.36%","98.39%","131","4.33%","1.61%","8,140","17.45%"
"Property","5,100","11.69%","91.07%","500","16.52%","8.93%","5,600","12.01%"
"Drug","3,935","9.02%","85.66%","659","21.77%","14.34%","4,594","9.85%"
"Habit/DUI","75",".17%","87.21%","11",".36%","12.79%","86",".18%"
"Other","2,201","5.05%","92.60%","176","5.81%","7.40%","2,377","5.10%"
"Total Reported","43,611","100%","93.51%","3,027","100%","6.49%","46,638","100%"
"Not Reported","104",,,"1",,,"105",
"Grand Total","43,715",,,"3,028",,,"46,743",
