"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,926","49.50%","94.15%","1,550","43.38%","5.85%","26,476","49.09%"
"Sex Crime","8,217","16.32%","98.51%","124","3.47%","1.49%","8,341","15.47%"
"Property","9,298","18.46%","89.59%","1,080","30.23%","10.41%","10,378","19.24%"
"Drug","5,843","11.60%","89.78%","665","18.61%","10.22%","6,508","12.07%"
"Habit/DUI","95",".19%","84.07%","18",".50%","15.93%","113",".21%"
"Other","1,978","3.93%","93.57%","136","3.81%","6.43%","2,114","3.92%"
"Total Reported","50,357","100%","93.37%","3,573","100%","6.63%","53,930","100%"
"Not Reported","370",,,"23",,,"393",
"Grand Total","50,727",,,"3,596",,,"54,323",
