"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,158","45.11%","94.44%","1,246","38.00%","5.56%","22,404","44.65%"
"Sex Crime","7,000","14.92%","98.74%","89","2.71%","1.26%","7,089","14.13%"
"Property","9,163","19.54%","89.51%","1,074","32.75%","10.49%","10,237","20.40%"
"Drug","7,169","15.29%","90.49%","753","22.96%","9.51%","7,922","15.79%"
"Habit/DUI","203",".43%","97.13%","6",".18%","2.87%","209",".42%"
"Other","2,209","4.71%","95.22%","111","3.39%","4.78%","2,320","4.62%"
"Total Reported","46,902","100%","93.47%","3,279","100%","6.53%","50,181","100%"
