"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,448","44.57%","94.46%","1,258","36.73%","5.54%","22,706","44.05%"
"Sex Crime","7,055","14.66%","98.73%","91","2.66%","1.27%","7,146","13.86%"
"Property","9,498","19.74%","89.21%","1,149","33.55%","10.79%","10,647","20.65%"
"Drug","7,614","15.82%","90.52%","797","23.27%","9.48%","8,411","16.32%"
"Habit/DUI","199",".41%","97.07%","6",".18%","2.93%","205",".40%"
"Other","2,310","4.80%","94.91%","124","3.62%","5.09%","2,434","4.72%"
"Total Reported","48,124","100%","93.36%","3,425","100%","6.64%","51,549","100%"
"Not Reported","1003",,,"83",,,"1086",
"Grand Total","49,127",,,"3,508",,,"52,635",
