"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,648","47.30%","94.44%","1,391","39.58%","5.56%","25,039","46.80%"
"Sex Crime","7,706","15.41%","98.67%","104","2.96%","1.33%","7,810","14.60%"
"Property","9,608","19.22%","89.28%","1,154","32.84%","10.72%","10,762","20.11%"
"Drug","6,839","13.68%","90.22%","741","21.09%","9.78%","7,580","14.17%"
"Habit/DUI","130",".26%","95.59%","6",".17%","4.41%","136",".25%"
"Other","2,061","4.12%","94.58%","118","3.36%","5.42%","2,179","4.07%"
"Total Reported","49,992","100%","93.43%","3,514","100%","6.57%","53,506","100%"
"Not Reported","1387",,,"199",,,"1586",
"Grand Total","51,379",,,"3,713",,,"55,092",
