"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,095","55.72%","93.59%","1,788","48.99%","6.41%","27,883","55.23%"
"Sex Crime","8,886","18.97%","98.41%","144","3.95%","1.59%","9,030","17.89%"
"Property","4,977","10.63%","88.62%","639","17.51%","11.38%","5,616","11.12%"
"Drug","3,986","8.51%","83.25%","802","21.97%","16.75%","4,788","9.48%"
"Habit/DUI","71",".15%","89.87%","8",".22%","10.13%","79",".16%"
"Other","2,819","6.02%","91.29%","269","7.37%","8.71%","3,088","6.12%"
"Total Reported","46,834","100%","92.77%","3,650","100%","7.23%","50,484","100%"
