"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,524","52.31%","93.85%","1,738","44.43%","6.15%","28,262","51.75%"
"Sex Crime","8,615","16.99%","98.43%","137","3.50%","1.57%","8,752","16.02%"
"Property","7,624","15.04%","89.20%","923","23.59%","10.80%","8,547","15.65%"
"Drug","5,278","10.41%","85.74%","878","22.44%","14.26%","6,156","11.27%"
"Habit/DUI","99",".20%","89.19%","12",".31%","10.81%","111",".20%"
"Other","2,564","5.06%","91.97%","224","5.73%","8.03%","2,788","5.10%"
"Total Reported","50,704","100%","92.84%","3,912","100%","7.16%","54,616","100%"
"Not Reported","88",,,"0",,,"88",
"Grand Total","50,792",,,"3,912",,,"54,704",
