"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,056","47.17%","94.22%","1,537","39.89%","5.78%","26,593","46.67%"
"Sex Crime","8,150","15.34%","98.62%","114","2.96%","1.38%","8,264","14.50%"
"Property","10,796","20.32%","89.55%","1,260","32.70%","10.45%","12,056","21.16%"
"Drug","6,877","12.95%","89.65%","794","20.61%","10.35%","7,671","13.46%"
"Habit/DUI","107",".20%","91.45%","10",".26%","8.55%","117",".21%"
"Other","2,138","4.02%","93.94%","138","3.58%","6.06%","2,276","3.99%"
"Total Reported","53,124","100%","93.24%","3,853","100%","6.76%","56,977","100%"
"Not Reported","249",,,"18",,,"267",
"Grand Total","53,373",,,"3,871",,,"57,244",
