"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,650","55.40%","93.88%","1,607","51.64%","6.12%","26,257","55.15%"
"Sex Crime","8,073","18.14%","98.52%","121","3.89%","1.48%","8,194","17.21%"
"Property","5,558","12.49%","91.16%","539","17.32%","8.84%","6,097","12.81%"
"Drug","4,018","9.03%","85.73%","669","21.50%","14.27%","4,687","9.84%"
"Habit/DUI","68",".15%","87.18%","10",".32%","12.82%","78",".16%"
"Other","2,129","4.78%","92.77%","166","5.33%","7.23%","2,295","4.82%"
"Total Reported","44,496","100%","93.46%","3,112","100%","6.54%","47,608","100%"
