"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,882","49.20%","94.20%","1,532","42.71%","5.80%","26,414","48.77%"
"Sex Crime","8,220","16.25%","98.53%","123","3.43%","1.47%","8,343","15.40%"
"Property","9,467","18.72%","89.69%","1,088","30.33%","10.31%","10,555","19.49%"
"Drug","5,895","11.66%","89.55%","688","19.18%","10.45%","6,583","12.15%"
"Habit/DUI","97",".19%","83.62%","19",".53%","16.38%","116",".21%"
"Other","2,011","3.98%","93.62%","137","3.82%","6.38%","2,148","3.97%"
"Total Reported","50,572","100%","93.38%","3,587","100%","6.62%","54,159","100%"
"Not Reported","345",,,"22",,,"367",
"Grand Total","50,917",,,"3,609",,,"54,526",
