"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent/Sex","27,571","61.02%","95.59%","1,272","47.29%","4.41%","28,843","60.25%"
"Property","8,851","19.59%","91.40%","833","30.97%","8.60%","9,684","20.23%"
"Drug","6,565","14.53%","93.19%","480","17.84%","6.81%","7,045","14.72%"
"Other","2,194","4.86%","95.43%","105","3.90%","4.57%","2,299","4.80%"
"Total Reported","45,181","100%","94.38%","2,690","100%","5.62%","47,871","100%"
