"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,923","50.36%","94.16%","1,545","43.89%","5.84%","26,468","49.93%"
"Sex Crime","8,254","16.68%","98.48%","127","3.61%","1.52%","8,381","15.81%"
"Property","8,892","17.97%","89.49%","1,044","29.66%","10.51%","9,936","18.74%"
"Drug","5,339","10.79%","89.34%","637","18.10%","10.66%","5,976","11.27%"
"Habit/DUI","111",".22%","88.80%","14",".40%","11.20%","125",".24%"
"Other","1,970","3.98%","92.79%","153","4.35%","7.21%","2,123","4.00%"
"Total Reported","49,489","100%","93.36%","3,520","100%","6.64%","53,009","100%"
