"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,698","54.72%","93.84%","1,688","49.81%","6.16%","27,386","54.39%"
"Sex Crime","8,389","17.86%","98.52%","126","3.72%","1.48%","8,515","16.91%"
"Property","6,102","12.99%","90.33%","653","19.27%","9.67%","6,755","13.42%"
"Drug","4,346","9.25%","85.64%","729","21.51%","14.36%","5,075","10.08%"
"Habit/DUI","78",".17%","88.64%","10",".30%","11.36%","88",".17%"
"Other","2,350","5.00%","92.78%","183","5.40%","7.22%","2,533","5.03%"
"Total Reported","46,963","100%","93.27%","3,389","100%","6.73%","50,352","100%"
"Not Reported","100",,,"0",,,"100",
"Grand Total","47,063",,,"3,389",,,"50,452",
